,0,1,2,3,4,5,6,7,8,9,10,11
DecisionTree8 (PREP) err,0.005277786990618649,0.006895084461277401,0.02195961667907259,0.05488446641582684,0.013449625556718858,0.07064678341620292,0.013461660834211131,0.023748482254879022,0.008004922921681423,0.006982786986628242,0.007668750713070771,0.0072330253560082824
DecisionTree16 (ERM) err,0.005342929823756115,0.0069561311065992615,0.022172717733679237,0.05781121811984996,0.013601151501436093,0.07824427609932644,0.013736834352930216,0.023748482254879022,0.00808896088991129,0.0070825547787274346,0.007699308284346507,0.007388342654894631
DecisionTree16 (G-ERM) err,0.005342929823756115,0.006980009605595527,0.022341765914928036,0.0594179088308841,0.01394373071122118,0.08422812775451405,0.013807953015815944,0.024979214073048928,0.008078754372266017,0.007138881840088762,0.007711740667597722,0.0074193586474718964
DecisionTree16 (PREP) err,0.0053397165032821325,0.006954740816903171,0.021936391949103906,0.0560244428040379,0.013657491523959175,0.07895259871253879,0.013710905030736131,0.02396457476813524,0.008078754372266017,0.0070825547787274346,0.007697224190356344,0.007381349199859111
DecisionTree (ERM) err,0.005513345641262712,0.007222911993383929,0.022462428833679493,0.05866304030285019,0.014262881950207362,0.08422812775451405,0.013955124610585401,0.024892514823860012,0.008315646603225313,0.00733853554927788,0.007954154448617412,0.0076211631611889374
DecisionTree (G-ERM) err,0.005513345641262712,0.007214374936561074,0.02206225031066905,0.0585005117524901,0.01431745624418046,0.07963557864842047,0.013978421366400595,0.025370424501593547,0.008258059834767018,0.0073502009832058235,0.007943896490873958,0.007625210183036024
DecisionTree (PREP) err,0.005491079392186071,0.007206891700752116,0.02195961667907259,0.05798946230090968,0.014167553885582995,0.07963557864842047,0.013941723339328915,0.024639979487298902,0.008257576544978995,0.007327465472957928,0.007898597338738267,0.007612199128363639
RandomForest2 (ERM) err,0.005457145911116179,0.0071232987593303765,0.02332915741622754,0.05882169247028124,0.01362004984411852,0.08092704351727975,0.013931151922552232,0.024546243484410757,0.008243454277476303,0.007251915638685824,0.007877090857979885,0.007537455275466676
RandomForest2 (G-ERM) err,0.005457145911116179,0.0071232987593303765,0.022587317261532402,0.058163744212048785,0.013597357574337776,0.08029360659817786,0.013932670075860965,0.024546243484410757,0.008243454277476303,0.007252315457192571,0.007877978119401552,0.00754360005229654
RandomForest2 (PREP) err,0.005440417197381864,0.0071232987593303765,0.022587317261532402,0.058163744212048785,0.013597357574337776,0.08029360659817786,0.013931151922552232,0.024546243484410757,0.008210032581165427,0.007235800642652779,0.00786548301120421,0.0075012177375625155
